0.260	20.809	0.239
0.270	20.742	0.239
0.280	20.731	0.239
0.290	20.767	0.239
0.300	20.864	0.239
0.310	21.007	0.239
0.320	21.220	0.239
0.330	21.479	0.239
0.340	21.782	0.239
0.350	22.132	0.239
0.360	22.521	0.239
0.370	22.935	0.239
0.380	23.419	0.239
0.390	23.915	0.239
0.400	24.458	0.239
0.410	25.023	0.239
0.420	25.601	0.239
0.430	26.201	0.239
0.440	26.809	0.239
0.450	27.434	0.239
0.460	28.068	0.239
0.470	28.689	0.239
0.480	29.314	0.239
0.490	29.931	0.239
0.500	30.521	0.239
0.510	31.091	0.239
0.520	31.652	0.239
0.530	31.894	0.239
0.540	32.128	0.239
0.550	32.134	0.239
0.560	32.252	0.239
0.570	32.297	0.239
0.580	32.299	0.239
0.590	32.287	0.239
0.600	32.246	0.239
0.610	32.287	0.239
0.620	32.301	0.239
0.630	32.256	0.239
0.640	32.262	0.239
0.650	32.268	0.239
0.660	32.283	0.239
0.670	32.289	0.239
0.680	32.312	0.239
0.690	32.271	0.239
0.700	32.281	0.239
0.710	32.261	0.239
0.720	32.198	0.239
0.730	32.381	0.239
0.740	32.000	0.239
0.750	31.877	0.239
0.760	31.574	0.239
0.770	31.008	0.239
0.780	30.433	0.239
0.790	29.842	0.239
0.800	29.233	0.239
0.810	28.603	0.239
0.820	27.981	0.239
0.830	27.363	0.239
0.840	26.742	0.239
0.850	26.129	0.239
0.860	25.533	0.239
0.870	24.954	0.239
0.880	24.393	0.239
0.890	23.861	0.239
0.900	23.364	0.239
0.910	22.897	0.239
0.920	22.478	0.239
0.930	22.093	0.239
0.940	21.746	0.239
0.950	21.442	0.239
0.960	21.195	0.239
0.970	20.986	0.239
0.980	20.855	0.239
0.990	20.762	0.239
1.000	20.716	0.239
1.010	20.722	0.239
1.020	20.801	0.239
1.030	20.910	0.239
1.040	21.088	0.239
1.050	21.310	0.239
1.060	21.376	0.239
1.070	21.653	0.239
1.080	22.003	0.239
1.090	22.499	0.239
1.100	23.137	0.239
1.110	23.616	0.239
1.120	24.143	0.239
1.130	24.691	0.239
1.140	25.256	0.239
1.150	25.851	0.239
1.160	26.463	0.239
1.170	27.071	0.239
1.180	27.696	0.239
1.190	28.322	0.239
1.200	28.947	0.239
1.210	29.559	0.239
1.220	30.163	0.239
1.230	30.749	0.239
1.240	31.314	0.239
1.250	31.845	0.239
1.260	32.324	0.239
1.270	32.197	0.239
1.280	32.228	0.239
1.290	32.269	0.239
1.300	32.008	0.239
1.310	32.100	0.239
1.320	32.253	0.239
1.330	32.139	0.239
1.340	32.235	0.239
1.350	32.237	0.239
1.360	31.972	0.239
1.370	31.969	0.239
1.380	31.997	0.239
1.390	32.252	0.239
1.400	32.228	0.239
1.410	32.238	0.239
1.420	32.257	0.239
1.430	32.264	0.239
1.440	32.274	0.239
1.450	32.246	0.239
1.460	32.187	0.239
1.470	32.064	0.239
1.480	31.804	0.239
1.490	31.272	0.239
1.500	30.706	0.239
1.510	30.128	0.239
1.520	29.528	0.239
1.530	28.919	0.239
1.540	28.288	0.239
1.550	27.671	0.239
1.560	27.058	0.239
1.570	26.445	0.239
1.580	25.840	0.239
1.590	25.257	0.239
1.600	24.704	0.239
1.610	24.148	0.239
1.620	23.633	0.239
1.630	23.162	0.239
1.640	22.721	0.239
1.650	22.305	0.239
1.660	21.946	0.239
1.670	21.630	0.239
1.680	21.348	0.239
1.690	21.143	0.239
1.700	20.960	0.239
1.710	20.850	0.239
1.720	20.787	0.239
1.730	20.776	0.239
1.740	20.821	0.239
1.750	20.913	0.239
1.760	21.048	0.239
1.770	21.248	0.239
1.780	21.507	0.239
1.790	21.806	0.239
1.800	22.151	0.239
1.810	22.536	0.239
1.820	22.959	0.239
1.830	23.425	0.239
1.840	23.917	0.239
1.850	24.456	0.239
1.860	25.017	0.239
1.870	25.591	0.239
1.880	26.186	0.239
1.890	26.802	0.239
1.900	27.410	0.239
1.910	28.031	0.239
1.920	28.648	0.239
1.930	29.265	0.239
1.940	29.873	0.239
1.950	30.468	0.239
1.960	31.037	0.239
1.970	31.598	0.239
1.980	32.115	0.239
1.990	32.225	0.239
2.000	32.127	0.239
2.010	32.194	0.239
2.020	32.002	0.239
2.030	31.995	0.239
2.040	31.993	0.239
2.050	32.248	0.239
2.060	32.216	0.239
2.070	32.230	0.239
2.080	32.241	0.239
2.090	32.036	0.239
2.100	32.128	0.239
2.110	32.241	0.239
2.120	32.118	0.239
2.130	32.078	0.239
2.140	32.238	0.239
2.150	31.982	0.239
2.160	31.980	0.239
2.170	32.046	0.239
2.180	32.185	0.239
2.190	32.182	0.239
2.200	32.034	0.239
2.210	31.511	0.239
2.220	30.954	0.239
2.230	30.388	0.239
2.240	29.796	0.239
2.250	29.196	0.239
2.260	28.579	0.239
2.270	27.953	0.239
2.280	27.336	0.239
2.290	26.727	0.239
2.300	26.122	0.239
2.310	25.526	0.239
2.320	24.956	0.239
2.330	24.416	0.239
2.340	23.872	0.239
2.350	23.383	0.239
2.360	22.921	0.239
2.370	22.505	0.239
2.380	21.905	0.239
2.390	21.787	0.239
2.400	21.496	0.239
2.410	21.051	0.239
2.420	21.039	0.239
2.430	20.908	0.239
2.440	20.824	0.239
2.450	20.787	0.239
2.460	20.802	0.239
2.470	20.859	0.239
2.480	20.981	0.239
2.490	21.159	0.239
2.500	21.380	0.239
2.510	21.653	0.239
2.520	21.973	0.239
2.530	22.340	0.239
2.540	22.755	0.239
2.550	23.204	0.239
2.560	23.674	0.239
2.570	24.192	0.239
2.580	24.748	0.239
2.590	25.309	0.239
2.600	25.891	0.239
2.610	26.499	0.239
2.620	27.116	0.239
2.630	27.732	0.239
2.640	28.340	0.239
2.650	28.957	0.239
2.660	29.569	0.239
2.670	30.173	0.239
2.680	30.755	0.239
2.690	31.307	0.239
2.700	31.855	0.239
2.710	32.300	0.239
2.720	32.198	0.239
2.730	32.239	0.239
2.740	32.262	0.239
2.750	32.256	0.239
2.760	32.257	0.239
2.770	32.259	0.239
2.780	32.261	0.239
2.790	32.245	0.239
2.800	32.247	0.239
2.810	32.244	0.239
2.820	32.246	0.239
2.830	32.253	0.239
2.840	32.259	0.239
2.850	32.260	0.239
2.860	32.262	0.239
2.870	32.242	0.239
2.880	32.261	0.239
2.890	32.254	0.239
2.900	32.217	0.239
2.910	32.189	0.239
2.920	32.122	0.239
2.930	31.827	0.239
2.940	31.283	0.239
2.950	30.730	0.239
2.960	30.147	0.239
2.970	29.559	0.239
2.980	28.951	0.239
2.990	28.342	0.239
3.000	27.712	0.239
3.010	27.103	0.239
3.020	26.490	0.239
3.030	25.890	0.239
3.040	25.320	0.239
3.050	24.767	0.239
3.060	24.218	0.239
3.070	23.708	0.239
3.080	23.224	0.239
3.090	22.792	0.239
3.100	22.385	0.239
3.110	22.021	0.239
3.120	21.709	0.239
3.130	21.444	0.239
3.140	21.222	0.239
3.150	21.035	0.239
3.160	20.921	0.239
3.170	20.858	0.239
3.180	20.847	0.239
3.190	20.887	0.239
3.200	20.971	0.239
3.210	21.127	0.239
3.220	21.301	0.239
3.230	21.556	0.239
3.240	21.648	0.239
3.250	21.977	0.239
3.260	22.353	0.239
3.270	22.991	0.239
3.280	23.461	0.239
3.290	23.936	0.239
3.300	24.471	0.239
3.310	25.023	0.239
3.320	25.588	0.239
3.330	26.175	0.239
3.340	26.783	0.239
3.350	27.400	0.239
3.360	28.012	0.239
3.370	28.616	0.239
3.380	29.224	0.239
3.390	29.827	0.239
3.400	30.410	0.239
3.410	30.979	0.239
3.420	31.535	0.239
3.430	32.040	0.239
3.440	31.999	0.239
3.450	32.013	0.239
3.460	32.140	0.239
3.470	32.043	0.239
3.480	32.001	0.239
3.490	32.042	0.239
3.500	32.031	0.239
3.510	31.994	0.239
3.520	31.966	0.239
3.530	31.998	0.239
3.540	32.214	0.239
3.550	32.078	0.239
3.560	31.998	0.239
3.570	31.983	0.239
3.580	31.993	0.239
3.590	32.004	0.239
3.600	32.001	0.239
3.610	32.003	0.239
3.620	32.022	0.239
3.630	32.007	0.239
3.640	32.008	0.239
3.650	31.954	0.239
3.660	31.513	0.239
3.670	30.943	0.239
3.680	30.377	0.239
3.690	29.794	0.239
3.700	29.203	0.239
3.710	28.594	0.239
3.720	27.985	0.239
