0.000	26.692	0.239
0.010	26.307	0.239
0.020	25.870	0.239
0.030	25.459	0.239
0.040	25.065	0.239
0.050	24.701	0.239
0.060	24.316	0.239
0.070	23.957	0.239
0.080	23.584	0.239
0.090	23.276	0.239
0.100	23.016	0.239
0.110	22.743	0.239
0.120	22.486	0.239
0.130	22.239	0.239
0.140	22.099	0.239
0.150	21.902	0.239
0.160	21.788	0.239
0.170	21.760	0.239
0.180	21.731	0.239
0.190	21.724	0.239
0.200	21.740	0.239
0.210	21.784	0.239
0.220	21.868	0.239
0.230	22.020	0.239
0.240	22.146	0.239
0.250	22.333	0.239
0.260	22.520	0.239
0.270	22.637	0.239
0.280	22.910	0.239
0.290	23.398	0.239
0.300	23.735	0.239
0.310	24.111	0.239
0.320	24.486	0.239
0.330	24.866	0.239
0.340	25.272	0.239
0.350	25.661	0.239
0.360	26.054	0.239
0.370	26.348	0.239
0.380	26.780	0.239
0.390	27.234	0.239
0.400	27.644	0.239
0.410	28.041	0.239
0.420	28.361	0.239
0.430	28.810	0.239
0.440	29.203	0.239
0.450	29.583	0.239
0.460	29.933	0.239
0.470	30.262	0.239
0.480	30.560	0.239
0.490	30.828	0.239
0.500	30.817	0.239
0.510	31.030	0.239
0.520	31.431	0.239
0.530	31.429	0.239
0.540	31.667	0.239
0.550	31.733	0.239
0.560	31.761	0.239
0.570	31.741	0.239
0.580	31.700	0.239
0.590	31.629	0.239
0.600	31.527	0.239
0.610	31.396	0.239
0.620	31.234	0.239
0.630	31.046	0.239
0.640	30.820	0.239
0.650	30.577	0.239
0.660	30.308	0.239
0.670	29.811	0.239
0.680	29.710	0.239
0.690	29.092	0.239
0.700	28.956	0.239
0.710	28.601	0.239
0.720	28.186	0.239
0.730	27.801	0.239
0.740	27.368	0.239
0.750	26.983	0.239
0.760	26.585	0.239
0.770	26.126	0.239
0.780	25.741	0.239
0.790	25.318	0.239
0.800	24.919	0.239
0.810	24.521	0.239
0.820	24.179	0.239
0.830	23.837	0.239
0.840	23.516	0.239
0.850	23.221	0.239
0.860	22.948	0.239
0.870	22.704	0.239
0.880	22.470	0.239
0.890	22.282	0.239
0.900	22.112	0.239
0.910	21.993	0.239
0.920	21.767	0.239
0.930	21.670	0.239
0.940	21.577	0.239
0.950	21.583	0.239
0.960	21.615	0.239
0.970	21.935	0.239
0.980	22.057	0.239
0.990	22.188	0.239
1.000	22.370	0.239
1.010	22.428	0.239
1.020	22.606	0.239
1.030	23.038	0.239
1.040	23.332	0.239
1.050	23.643	0.239
1.060	23.976	0.239
1.070	24.339	0.239
1.080	24.710	0.239
1.090	25.138	0.239
1.100	25.535	0.239
1.110	25.945	0.239
1.120	26.339	0.239
1.130	26.771	0.239
1.140	27.185	0.239
1.150	27.535	0.239
1.160	27.971	0.239
1.170	28.355	0.239
1.180	28.761	0.239
1.190	29.094	0.239
1.200	29.427	0.239
1.210	29.588	0.239
1.220	29.856	0.239
1.230	30.107	0.239
1.240	30.406	0.239
1.250	30.708	0.239
1.260	30.882	0.239
1.270	31.064	0.239
1.280	31.440	0.239
1.290	31.571	0.239
1.300	31.646	0.239
1.310	31.699	0.239
1.320	31.736	0.239
1.330	31.716	0.239
1.340	31.640	0.239
1.350	31.552	0.239
1.360	31.433	0.239
1.370	31.263	0.239
1.380	31.075	0.239
1.390	30.862	0.239
1.400	30.615	0.239
1.410	30.341	0.239
1.420	30.046	0.239
1.430	29.730	0.239
1.440	29.400	0.239
1.450	28.817	0.239
1.460	28.488	0.239
1.470	28.309	0.239
1.480	27.924	0.239
1.490	27.552	0.239
1.500	26.913	0.239
1.510	26.540	0.239
1.520	26.280	0.239
1.530	25.662	0.239
1.540	25.235	0.239
1.550	24.858	0.239
1.560	24.520	0.239
1.570	24.208	0.239
1.580	23.874	0.239
1.590	23.523	0.239
1.600	23.207	0.239
1.610	23.054	0.239
1.620	22.785	0.239
1.630	22.554	0.239
1.640	22.406	0.239
1.650	22.188	0.239
1.660	22.061	0.239
1.670	21.942	0.239
1.680	21.832	0.239
1.690	21.800	0.239
1.700	21.797	0.239
1.710	21.635	0.239
1.720	21.646	0.239
1.730	21.772	0.239
1.740	22.096	0.239
1.750	22.274	0.239
1.760	22.491	0.239
1.770	22.721	0.239
1.780	22.950	0.239
1.790	23.189	0.239
1.800	23.483	0.239
1.810	23.785	0.239
1.820	23.976	0.239
1.830	24.258	0.239
1.840	24.625	0.239
1.850	25.014	0.239
1.860	25.411	0.239
1.870	25.809	0.239
1.880	26.210	0.239
1.890	26.620	0.239
1.900	27.031	0.239
1.910	27.428	0.239
1.920	27.830	0.239
1.930	28.227	0.239
1.940	28.611	0.239
1.950	28.948	0.239
1.960	29.268	0.239
1.970	29.648	0.239
1.980	29.908	0.239
1.990	30.211	0.239
2.000	30.527	0.239
2.010	30.782	0.239
2.020	31.188	0.239
2.030	31.340	0.239
2.040	31.479	0.239
2.050	31.322	0.239
2.060	31.088	0.239
2.070	30.745	0.239
2.080	30.532	0.239
2.090	31.368	0.239
2.100	31.086	0.239
2.110	31.247	0.239
2.120	31.141	0.239
2.130	30.971	0.239
2.140	30.788	0.239
2.150	30.579	0.239
2.160	30.327	0.239
2.170	29.800	0.239
2.180	28.739	0.239
2.190	28.492	0.239
2.200	28.033	0.239
2.210	27.679	0.239
2.220	27.315	0.239
2.230	27.261	0.239
2.240	27.581	0.239
2.250	27.213	0.239
2.260	26.144	0.239
2.270	25.724	0.239
2.280	25.649	0.239
2.290	25.762	0.239
2.300	24.508	0.239
2.310	24.110	0.239
2.320	24.103	0.239
2.330	23.997	0.239
2.340	23.702	0.239
2.350	23.657	0.239
2.360	23.367	0.239
2.370	23.085	0.239
2.380	22.837	0.239
2.390	22.662	0.239
2.400	22.453	0.239
2.410	22.309	0.239
2.420	22.169	0.239
2.430	21.805	0.239
2.440	22.013	0.239
2.450	21.981	0.239
2.460	21.978	0.239
2.470	22.010	0.239
2.480	22.063	0.239
2.490	21.945	0.239
2.500	22.308	0.239
2.510	22.490	0.239
2.520	22.711	0.239
2.530	22.936	0.239
2.540	23.192	0.239
2.550	23.451	0.239
2.560	23.724	0.239
2.570	24.023	0.239
2.580	24.257	0.239
2.590	24.529	0.239
2.600	24.879	0.239
2.610	25.238	0.239
2.620	25.622	0.239
2.630	26.015	0.239
2.640	26.129	0.239
2.650	26.750	0.239
2.660	27.199	0.239
2.670	27.600	0.239
2.680	27.981	0.239
2.690	28.352	0.239
2.700	28.702	0.239
2.710	29.013	0.239
2.720	29.346	0.239
2.730	29.670	0.239
2.740	29.982	0.239
2.750	30.293	0.239
2.760	30.579	0.239
2.770	30.972	0.239
2.780	31.145	0.239
2.790	31.203	0.239
2.800	31.188	0.239
2.810	31.224	0.239
2.820	31.264	0.239
2.830	31.288	0.239
2.840	31.466	0.239
2.850	31.454	0.239
2.860	31.375	0.239
2.870	31.264	0.239
2.880	31.129	0.239
2.890	30.963	0.239
2.900	30.771	0.239
2.910	30.541	0.239
2.920	30.074	0.239
2.930	29.800	0.239
2.940	29.497	0.239
2.950	29.189	0.239
2.960	28.963	0.239
2.970	28.707	0.239
2.980	28.334	0.239
2.990	27.932	0.239
3.000	27.534	0.239
3.010	27.136	0.239
3.020	26.737	0.239
3.030	26.344	0.239
3.040	25.937	0.239
3.050	25.560	0.239
3.060	25.171	0.239
3.070	24.829	0.239
3.080	24.482	0.239
3.090	24.144	0.239
3.100	23.815	0.239
3.110	23.503	0.239
3.120	23.174	0.239
3.130	22.896	0.239
3.140	22.670	0.239
3.150	22.336	0.239
3.160	22.252	0.239
3.170	22.111	0.239
3.180	22.002	0.239
3.190	21.922	0.239
3.200	21.872	0.239
3.210	22.016	0.239
3.220	22.043	0.239
3.230	22.118	0.239
3.240	22.167	0.239
3.250	22.134	0.239
3.260	22.424	0.239
3.270	22.469	0.239
3.280	22.612	0.239
3.290	22.919	0.239
3.300	23.183	0.239
3.310	23.474	0.239
3.320	23.802	0.239
3.330	24.169	0.239
3.340	24.580	0.239
3.350	24.955	0.239
3.360	25.099	0.239
3.370	25.462	0.239
