6.389,0.005,101.52,0.3,6.347,0.005,0.0621,0.001
6.389,0.005,214.94,0.5,6.357,0.005,0.0293,0.001
6.389,0.005,464.6,0.9,6.366,0.005,0.0135,0.001
6.389,0.005,2694.8,5.4,6.373,0.005,0.0021,0.001
