10,0.007,101.52,0.3,9.823,0.007,96.57,0.2
10,0.007,214.94,0.5,9.916,0.007,46.09,0.1
10,0.007,464.6,0.9,9.961,0.007,21.43,0.1
10,0.007,2694.8,5.4,9.993,0.007,3.71,0.1
