6.501,0.005,101.52,0.3,6.495,0.005,62.81,0.2
6.501,0.005,214.94,0.5,6.446,0.005,29.97,0.1
6.501,0.005,464.6,0.9,6.476,0.005,13.93,0.1
6.501,0.005,2694.8,5.4,6.497,0.005,2.41,0.1
