706.03	533.07
706.20	534.69
705.56	534.65
705.02	539.94
704.29	539.83
704.80	546.98
703.05	544.25
702.00	546.36
702.72	546.83
702.42	546.01
698.91	547.13
698.45	545.32
694.45	543.50
698.83	547.52
700.18	550.31
693.79	555.83
694.99	559.44
694.47	557.32
696.82	555.91
696.23	555.10
697.20	556.08
693.66	557.86
695.92	559.98
698.36	556.82
701.47	562.74
699.38	563.48
694.74	564.45
697.76	561.99
698.07	557.02
698.26	560.37
697.28	558.40
697.42	556.11
698.45	554.25
703.95	558.59
703.67	559.91
706.92	556.79
714.59	561.79
716.57	556.94
724.40	561.20
723.11	561.06
721.53	557.59
720.48	562.59
720.35	562.12
726.63	558.59
732.43	554.22
731.92	551.09
734.80	552.02
736.33	545.98
736.57	545.57
732.43	546.23
732.26	544.70
732.11	542.71
732.83	539.56
724.31	536.30
717.34	539.28
718.02	534.06
728.84	533.46
727.76	536.02
726.63	533.82
727.65	530.82
730.10	526.52
721.14	526.87
724.00	527.93
723.04	528.79
719.35	525.72
721.98	524.13
721.76	524.05
723.94	520.92
725.60	523.33
723.22	523.27
721.80	514.61
721.46	513.06
722.65	512.92
718.20	506.78
716.26	506.12
708.83	503.86
705.70	502.41
706.00	505.24
706.70	510.59
704.87	519.10
704.51	521.56
709.14	520.68
710.93	517.80
712.46	518.89
713.43	524.86
715.62	522.24
706.81	520.24
713.63	519.46
715.13	523.22
720.93	519.55
722.26	515.43
725.95	512.73
730.20	504.70
726.51	505.60
723.90	513.95
729.51	513.69
725.22	504.65
726.07	509.92
724.47	509.66
721.83	509.61
717.60	505.08
721.03	506.74
725.68	507.68
726.56	506.30
726.29	506.52
731.09	501.89
729.43	498.02
727.54	500.87
728.57	498.34
730.09	499.84
727.63	506.03
725.97	505.17
723.03	502.09
722.43	501.21
720.53	503.47
716.90	504.17
718.99	501.96
719.69	497.08
715.96	495.62
710.81	492.62
