692.65	482.65
692.93	485.13
693.88	477.46
696.30	475.84
703.56	474.46
706.91	474.15
704.58	477.55
698.70	479.42
699.86	477.14
703.25	478.02
699.27	475.16
703.20	472.35
708.42	475.11
714.53	473.42
714.36	473.18
712.14	474.82
710.29	472.42
709.66	473.93
703.84	466.87
695.23	459.01
696.34	455.53
700.98	459.06
702.72	458.61
696.64	464.43
698.97	471.71
702.57	476.56
698.51	472.21
695.54	470.96
689.89	469.57
682.61	469.15
681.23	472.49
680.43	478.04
679.07	482.03
682.28	485.85
681.32	488.24
681.01	489.58
680.51	492.01
679.45	492.90
674.88	489.67
668.29	488.10
667.47	485.50
669.38	487.09
667.48	487.31
667.53	489.34
665.32	489.05
665.94	489.67
670.46	492.69
671.68	495.40
669.38	491.36
669.07	496.42
668.86	492.44
677.64	492.84
674.55	491.82
673.71	490.84
675.82	496.12
676.27	500.83
675.80	507.52
670.42	499.79
678.81	500.43
680.59	496.17
687.16	495.82
689.55	492.88
693.19	486.00
689.62	485.34
690.28	479.16
696.91	475.83
698.29	481.05
698.02	477.68
701.07	475.02
705.46	478.21
707.87	482.92
704.79	486.01
704.91	486.92
699.38	489.74
690.23	484.39
689.52	486.30
691.01	491.29
688.48	489.55
689.10	498.64
689.57	495.47
692.97	495.46
694.25	495.90
695.14	496.74
695.02	507.05
699.09	503.25
705.65	502.64
705.71	505.16
712.42	509.49
708.88	508.12
704.70	511.99
701.00	514.23
711.27	510.00
720.27	512.63
720.31	513.55
719.04	519.96
720.90	517.71
718.52	522.72
714.34	520.06
714.74	518.91
717.78	517.25
713.82	519.14
713.55	519.62
716.52	517.18
711.28	517.40
715.08	514.76
720.87	515.47
716.99	523.93
712.52	522.90
711.33	525.35
711.53	522.71
713.02	524.76
716.13	526.29
722.97	529.27
722.91	529.83
732.26	530.07
735.13	530.73
736.52	531.65
731.67	527.10
729.09	532.82
726.55	531.65
