520.10	383.92
518.62	391.79
519.79	389.22
517.69	393.95
515.87	393.59
517.83	392.25
512.97	389.70
511.42	388.41
510.70	392.96
517.26	390.37
518.38	394.09
516.47	389.04
519.42	383.67
519.31	378.94
519.92	382.16
523.81	383.59
523.20	379.16
529.30	379.19
534.24	379.85
523.30	382.88
522.95	386.10
523.14	388.07
519.13	384.38
522.25	381.83
522.58	382.88
520.72	381.14
522.85	379.23
523.20	382.42
519.02	382.04
524.27	386.10
526.14	387.37
526.11	384.05
530.26	379.65
529.23	377.58
534.03	378.04
532.75	385.33
534.31	387.94
528.08	386.52
529.95	391.02
533.04	394.63
532.32	394.53
530.21	396.39
535.24	392.93
528.63	393.38
524.12	397.62
520.46	400.32
516.85	400.09
517.22	397.88
517.53	406.03
522.87	404.19
524.76	405.90
527.70	400.86
531.01	403.22
521.16	405.14
518.43	409.91
519.21	407.41
519.01	402.51
524.07	397.50
520.07	398.17
516.53	395.50
512.47	392.73
502.82	389.61
502.61	391.00
501.38	384.25
494.96	387.15
501.89	389.73
502.68	390.18
513.32	386.66
514.68	389.08
516.77	393.20
518.96	396.09
521.27	396.44
522.69	395.90
523.30	393.63
522.31	390.04
522.78	392.62
517.15	395.51
516.22	395.47
511.02	400.12
505.84	392.64
506.55	389.62
510.02	391.86
513.52	394.15
517.61	391.87
514.96	394.55
522.64	391.46
528.72	388.26
532.69	381.05
526.11	384.53
519.44	387.39
518.56	394.03
515.77	391.02
516.57	391.08
515.52	396.98
511.02	398.62
515.86	401.68
518.35	400.88
512.88	399.74
514.17	403.09
517.59	404.75
517.51	402.70
524.27	403.63
522.05	409.54
519.86	404.37
523.27	410.86
522.02	412.47
532.44	408.88
530.48	408.37
532.97	411.55
534.87	416.01
534.05	416.97
537.38	419.27
541.61	419.75
539.49	421.93
541.96	420.73
548.18	425.19
544.66	424.16
545.48	421.31
544.74	421.52
536.53	423.03
