311.49	582.04
308.62	579.74
317.49	592.46
316.18	588.70
315.63	583.88
309.95	590.31
316.04	588.96
315.79	592.66
322.61	590.21
327.09	592.56
323.79	600.59
324.14	600.18
322.03	593.80
323.34	592.83
308.46	603.54
308.82	603.10
310.36	604.96
299.34	607.56
299.68	620.73
299.84	626.89
303.86	638.52
291.41	629.11
285.76	632.85
275.48	632.86
285.96	629.02
281.35	636.08
296.87	641.32
297.43	646.58
308.14	655.64
303.05	649.61
300.83	652.16
286.37	649.74
285.48	635.92
287.85	649.41
287.13	652.59
291.52	652.67
295.29	657.81
282.99	662.47
285.15	661.12
289.90	661.92
287.85	655.14
285.89	663.78
278.79	665.34
291.76	665.52
288.54	657.67
290.68	657.96
283.94	653.63
272.31	661.53
265.41	656.45
268.44	658.42
271.77	667.05
268.71	667.62
274.86	669.77
259.19	660.93
262.49	665.03
269.85	669.30
264.35	670.37
257.03	668.78
247.71	669.25
245.64	674.54
242.32	679.77
251.17	671.80
257.67	673.92
250.35	670.24
254.31	670.84
257.37	672.80
255.13	668.11
257.45	671.99
254.90	671.53
262.24	680.14
261.00	673.47
269.39	676.70
266.46	674.98
263.22	682.18
263.83	679.65
267.70	677.68
267.72	673.94
270.20	676.10
275.93	679.42
288.23	677.22
295.81	675.86
298.13	672.69
297.24	672.29
294.69	683.43
292.92	689.95
291.43	696.07
293.38	701.24
279.31	698.32
275.82	710.81
277.78	710.13
286.14	703.99
278.54	701.25
280.96	706.49
286.15	710.26
285.03	712.89
280.77	717.65
295.86	712.51
298.85	709.80
298.18	710.22
295.96	711.68
294.50	714.52
298.15	718.24
296.14	727.05
294.67	721.23
284.64	729.68
289.96	728.37
294.22	736.24
285.28	733.51
293.64	738.08
297.60	741.79
300.38	752.50
297.31	750.52
303.55	753.37
305.22	754.24
310.49	753.04
315.56	752.90
311.56	752.35
308.86	752.26
309.81	758.47
308.13	766.00
