400.68	481.88
404.01	481.52
408.18	490.02
409.43	494.70
404.70	493.38
408.23	495.41
409.95	497.24
409.35	495.20
408.46	492.79
413.16	490.30
406.58	489.62
407.36	489.96
408.27	490.92
413.53	489.27
410.56	489.90
413.35	496.68
411.22	490.87
407.36	490.25
403.18	492.41
403.55	491.97
402.04	487.64
401.68	489.07
400.55	491.35
400.63	494.24
396.30	490.49
393.06	490.73
393.52	493.64
394.35	491.33
392.76	491.75
389.70	490.73
389.11	491.62
389.32	491.49
389.02	491.60
388.78	491.67
389.28	491.49
389.33	491.72
389.06	491.45
389.16	491.63
388.95	491.65
389.06	491.43
389.21	491.36
388.95	491.36
389.26	491.34
389.40	491.37
389.18	491.32
388.43	491.60
389.11	491.59
389.08	491.53
388.64	491.34
389.02	491.54
389.06	491.43
389.44	491.57
389.06	491.60
389.16	491.75
388.84	491.65
389.07	491.49
389.07	491.63
388.73	491.70
389.15	491.43
388.62	491.52
388.82	491.71
389.43	491.70
388.75	491.50
388.75	491.63
388.85	491.93
388.84	491.91
389.15	491.73
389.02	491.53
388.96	491.94
388.79	491.72
388.80	491.91
388.95	491.83
389.34	491.90
389.20	491.87
388.70	491.87
389.17	491.79
389.06	491.89
389.11	491.75
389.19	491.82
388.80	491.87
388.77	491.77
389.04	491.65
388.76	491.79
388.98	492.23
389.05	491.98
388.89	491.72
388.37	491.81
388.74	492.05
388.68	491.73
388.69	491.91
388.88	491.60
388.94	491.74
388.45	491.66
388.81	491.76
388.76	491.83
389.06	491.71
388.71	491.50
388.71	491.92
388.50	491.62
388.91	491.83
388.45	491.88
388.89	491.82
388.60	491.80
389.01	491.91
388.94	491.97
389.05	491.76
388.75	491.99
389.10	491.89
389.21	491.83
389.58	492.02
389.08	491.79
388.82	491.71
389.06	491.98
389.24	492.03
389.11	491.85
389.10	491.90
389.26	491.79
388.92	491.82
388.78	491.88
389.07	491.79
