688.85	297.35
691.11	305.72
685.15	309.10
679.66	303.36
690.10	313.66
671.95	308.60
668.73	311.61
672.79	311.07
671.53	326.35
669.77	329.47
661.67	324.63
664.86	322.66
666.80	317.53
663.94	316.83
668.60	308.42
663.61	311.59
673.49	312.88
662.20	313.52
661.84	311.73
658.03	313.86
661.29	311.92
643.86	311.41
658.70	306.78
656.85	321.17
664.12	318.92
663.28	324.52
663.91	325.42
663.82	337.00
658.39	341.23
655.87	353.87
654.63	363.86
654.76	363.04
656.51	366.69
663.67	369.06
664.92	367.73
656.85	365.63
659.81	374.25
659.74	377.92
663.47	381.56
658.69	380.87
647.00	386.53
649.37	384.27
650.31	382.91
642.87	374.11
644.55	367.05
649.50	369.39
652.93	374.55
649.28	378.46
651.03	384.40
657.51	382.69
656.33	391.76
637.72	389.48
635.07	391.73
632.62	390.30
636.20	395.43
638.76	396.97
640.03	401.40
627.99	394.15
633.60	397.86
635.77	399.70
640.53	395.89
641.82	404.17
643.03	402.24
640.22	402.26
648.72	416.49
643.96	405.46
643.75	407.37
645.98	414.92
638.16	422.20
636.18	415.49
631.50	421.73
636.54	420.64
638.43	425.50
636.02	431.23
624.96	432.12
623.99	435.24
623.19	434.04
613.12	439.65
607.00	448.48
603.97	447.19
593.16	440.19
599.53	445.24
607.39	441.04
608.63	431.86
593.36	437.02
601.16	447.40
622.58	441.42
590.01	442.62
594.44	446.43
585.23	442.49
580.30	447.23
564.58	446.10
563.74	449.20
574.49	451.86
565.83	450.61
564.69	459.25
562.31	467.48
561.53	469.88
558.74	470.78
569.96	470.47
561.69	463.45
573.52	463.13
575.01	462.09
572.60	467.66
575.56	463.28
571.35	460.47
560.09	467.09
563.13	462.67
558.11	477.16
565.06	471.93
587.60	469.00
555.25	480.99
556.78	474.12
560.78	472.28
575.59	475.50
571.73	482.89
575.80	498.45
576.56	506.90
572.14	501.35
580.27	499.29
