296.38	410.90
291.05	413.44
285.98	417.15
287.20	413.15
276.71	419.92
271.52	423.02
278.06	426.69
278.54	421.23
280.46	426.68
281.52	427.58
284.11	425.05
283.21	425.34
284.21	429.05
276.26	435.81
278.26	430.81
273.25	425.69
276.02	420.48
279.89	419.82
279.51	420.17
283.79	416.48
286.21	415.17
288.51	415.08
291.14	413.36
291.56	406.65
294.22	409.00
292.24	408.28
298.08	406.68
295.78	408.08
294.73	408.85
288.20	409.04
291.30	408.50
286.28	405.54
288.35	402.78
287.47	403.09
285.65	399.20
289.22	394.99
288.88	395.84
289.98	398.02
296.03	397.91
290.46	389.67
289.72	396.81
295.27	403.63
297.17	400.88
296.55	400.65
289.79	400.43
287.99	399.23
286.73	401.92
283.28	394.00
275.97	392.01
273.21	391.83
267.68	394.64
272.58	399.84
279.75	406.40
280.43	406.73
282.65	414.00
276.13	410.64
276.17	413.23
273.09	412.87
277.33	414.90
274.75	417.15
273.15	423.19
276.73	417.97
281.14	417.83
284.64	411.46
283.36	414.64
276.04	413.52
274.87	418.91
282.61	415.97
276.06	414.63
271.89	413.35
275.09	411.05
275.29	403.79
275.09	405.39
279.48	405.02
267.74	405.16
266.01	398.68
266.04	397.03
265.72	393.18
268.03	401.97
267.44	395.22
269.55	390.35
269.10	386.55
269.91	389.49
260.99	388.42
250.84	390.66
247.35	392.59
248.63	393.38
262.08	390.85
259.94	388.40
256.72	386.42
254.73	387.06
253.17	389.88
250.09	385.85
245.99	386.33
253.12	385.46
253.27	388.06
253.19	394.32
256.70	400.73
254.15	402.65
262.06	398.15
265.51	392.13
262.93	383.72
261.31	379.22
256.61	373.03
251.05	372.07
252.24	372.27
249.37	373.83
257.72	384.88
262.64	383.92
264.78	389.94
265.52	393.69
266.75	392.40
269.77	396.80
267.48	392.92
262.30	389.86
268.88	388.37
264.90	384.94
266.69	383.09
264.03	384.28
257.98	380.73
