203.54	197.86
197.86	196.54
200.26	197.91
193.16	197.43
186.73	195.41
189.10	195.69
190.92	193.73
191.41	194.37
189.29	197.18
188.78	195.10
189.79	193.36
187.34	192.13
186.32	188.62
186.06	191.74
192.12	198.88
197.23	201.99
195.80	207.12
197.90	201.52
203.93	203.52
202.52	207.24
195.74	210.63
190.22	212.49
194.28	211.45
193.46	209.66
192.05	202.38
183.74	209.21
180.97	204.63
177.68	205.82
177.50	205.24
172.40	207.67
173.30	214.90
171.55	208.59
174.54	210.48
176.03	210.91
176.96	213.05
177.18	218.90
180.38	220.35
180.44	221.63
177.61	221.33
176.43	222.02
173.15	222.20
173.78	225.17
175.70	225.94
171.23	227.86
206.33	200.33
178.75	226.18
182.51	217.22
186.12	213.91
189.37	215.53
187.03	212.24
181.70	212.58
181.73	214.69
183.59	213.78
191.39	210.79
185.01	208.79
188.35	206.12
186.00	206.59
188.51	210.54
189.25	209.85
193.39	210.59
190.28	212.31
195.79	207.68
198.11	211.34
201.90	209.39
199.81	210.45
200.53	208.93
201.48	207.46
200.15	207.18
203.56	205.61
201.52	216.29
198.03	213.12
194.90	215.73
200.52	211.39
199.77	210.17
205.07	213.99
206.57	214.19
203.94	214.60
204.90	211.40
205.21	207.96
201.62	203.02
203.55	194.89
206.86	201.58
205.33	196.05
205.43	198.17
203.19	189.53
200.69	191.68
200.35	194.48
206.42	191.78
201.83	186.67
201.85	189.01
201.13	186.93
200.60	186.37
192.72	187.84
198.72	193.51
199.08	195.88
199.94	189.93
199.62	186.64
203.51	187.14
207.94	184.90
201.31	186.42
204.87	185.79
201.31	186.49
200.59	186.33
200.54	181.57
203.36	184.38
201.18	186.37
203.56	187.64
209.17	182.22
208.52	178.80
207.73	174.45
205.31	180.17
205.38	181.48
209.04	185.97
212.38	185.63
211.64	183.84
206.95	177.04
207.17	175.79
210.84	174.72
209.50	175.13
206.78	173.97
